1538600825532329082,0.000000,0.000000,0.000000,0.708483,0.705724,-0.002532,0.000011
1538600825593842983,0.000016,-0.000023,0.000051,0.708486,0.705720,-0.002532,0.000020
1538600825635037899,0.000036,-0.000057,0.000111,0.708489,0.705717,-0.002554,0.000031
1538600825660588979,0.000059,-0.000057,0.000151,0.708482,0.705725,-0.002554,0.000061
1538600825687148094,0.000069,-0.000042,0.000186,0.708471,0.705735,-0.002556,0.000067
1538600825709822893,0.000085,-0.000019,0.000218,0.708466,0.705740,-0.002563,0.000071
1538600825734926939,0.000109,-0.000019,0.000246,0.708451,0.705755,-0.002562,0.000082
1538600825760261058,0.000066,0.000066,0.000292,0.708450,0.705756,-0.002591,0.000091
1538600825795723915,0.000068,0.000081,0.000339,0.708435,0.705772,-0.002601,0.000076
1538600825823812961,0.000074,0.000103,0.000388,0.708448,0.705758,-0.002591,0.000069
1538600825861588954,0.000068,0.000126,0.000426,0.708451,0.705755,-0.002603,0.000073
1538600825896739006,0.000057,0.000144,0.000481,0.708456,0.705750,-0.002605,0.000066
1538600825936144113,0.000041,0.000166,0.000539,0.708454,0.705752,-0.002616,0.000064
1538600825986709117,-0.000002,0.000208,0.000648,0.708452,0.705754,-0.002616,0.000061
153860082613914108,-0.000038,0.000247,0.000706,0.708457,0.705749,-0.002612,0.000050
153860082636763906,-0.000075,0.000286,0.000758,0.708451,0.705755,-0.002606,0.000037
153860082659623003,-0.000113,0.000334,0.000811,0.708454,0.705752,-0.002607,0.000038
153860082689088916,-0.000144,0.000401,0.000858,0.708465,0.705741,-0.002605,0.000042
1538600826120166063,-0.000173,0.000457,0.000908,0.708473,0.705733,-0.002590,0.000057
1538600826145245075,-0.000203,0.000508,0.000969,0.708488,0.705719,-0.002590,0.000060
1538600826182101011,-0.000242,0.000554,0.001035,0.708471,0.705735,-0.002579,0.000074
1538600826206054925,-0.000284,0.000610,0.001106,0.708475,0.705731,-0.002578,0.000073
1538600826233007907,-0.000321,0.000674,0.001190,0.708480,0.705726,-0.002594,0.000064
1538600826269593000,-0.000351,0.000754,0.001275,0.708485,0.705722,-0.002581,0.000057
1538600826293081998,-0.000379,0.000842,0.001363,0.708487,0.705719,-0.002566,0.000078
1538600826314913034,-0.000412,0.000944,0.001437,0.708488,0.705718,-0.002573,0.000091
1538600826359041929,-0.000441,0.001044,0.001499,0.708470,0.705736,-0.002573,0.000077
1538600826393647909,-0.000474,0.001162,0.001590,0.708467,0.705739,-0.002576,0.000063
1538600826412062883,-0.000495,0.001235,0.001660,0.708458,0.705748,-0.002594,0.000064
1538600826436960935,-0.000522,0.001321,0.001740,0.708454,0.705753,-0.002588,0.000059
1538600826471378087,-0.000550,0.001410,0.001812,0.708460,0.705746,-0.002599,0.000050
1538600826496901035,-0.000573,0.001479,0.001881,0.708445,0.705761,-0.002585,0.000048
1538600826534082889,-0.000600,0.001551,0.001935,0.708450,0.705757,-0.002584,0.000032
1538600826557353973,-0.000623,0.001607,0.001995,0.708448,0.705758,-0.002580,0.000038
1538600826584498882,-0.000638,0.001665,0.002048,0.708437,0.705769,-0.002573,0.000033
1538600826619807004,-0.000653,0.001719,0.002100,0.708421,0.705786,-0.002580,0.000044
1538600826644844055,-0.000659,0.001781,0.002131,0.708426,0.705780,-0.002581,0.000040
1538600826667665958,-0.000678,0.001845,0.002146,0.708421,0.705786,-0.002599,0.000039
1538600826710372924,-0.000692,0.001915,0.002158,0.708430,0.705777,-0.002590,0.000028
1538600826734952926,-0.000699,0.001987,0.002188,0.708421,0.705785,-0.002590,0.000028
1538600826758591890,-0.000714,0.002063,0.002223,0.708415,0.705792,-0.002575,0.000041
1538600826799948930,-0.000735,0.002145,0.002256,0.708412,0.705794,-0.002578,0.000021
1538600826824755907,-0.000761,0.002222,0.002277,0.708413,0.705793,-0.002580,0.000030
1538600826853818893,-0.000794,0.002299,0.002301,0.708400,0.705806,-0.002578,0.000035
1538600826887252092,-0.000838,0.002370,0.002334,0.708390,0.705816,-0.002591,0.000031
1538600826915766000,-0.000894,0.002447,0.002363,0.708402,0.705804,-0.002603,0.000041
1538600826946240901,-0.000966,0.002530,0.002370,0.708403,0.705803,-0.002615,0.000039
1538600826973834991,-0.001042,0.002626,0.002374,0.708406,0.705800,-0.002621,0.000034
1538600826995697975,-0.001116,0.002712,0.002393,0.708410,0.705796,-0.002613,0.000048
153860082742325973,-0.001187,0.002794,0.002409,0.708421,0.705785,-0.002622,0.000040
153860082762011003,-0.001267,0.002887,0.002417,0.708412,0.705794,-0.002632,0.000030
153860082795469951,-0.001345,0.002975,0.002419,0.708432,0.705774,-0.002629,0.000042
1538600827133683919,-0.001412,0.003071,0.002411,0.708430,0.705776,-0.002627,0.000035
1538600827175035953,-0.001491,0.003171,0.002399,0.708447,0.705759,-0.002636,0.000027
1538600827203752994,-0.001571,0.003253,0.002402,0.708442,0.705764,-0.002647,0.000027
1538600827222538948,-0.001646,0.003323,0.002395,0.708447,0.705759,-0.002628,0.000021
1538600827255822896,-0.001734,0.003394,0.002383,0.708438,0.705768,-0.002640,0.000007
1538600827289872884,-0.001823,0.003455,0.002373,0.708431,0.705775,-0.002642,0.000015
1538600827353363990,-0.002012,0.003618,0.002374,0.708427,0.705779,-0.002653,0.000017
1538600827402959108,-0.002165,0.003779,0.002363,0.708430,0.705776,-0.002651,0.000038
1538600827422735929,-0.002253,0.003859,0.002351,0.708434,0.705772,-0.002658,0.000022
1538600827451164007,-0.002352,0.003923,0.002346,0.708435,0.705771,-0.002654,0.000019
1538600827473486900,-0.002459,0.003985,0.002334,0.708431,0.705775,-0.002659,0.000016
1538600827499028921,-0.002569,0.004034,0.002325,0.708449,0.705757,-0.002681,0.000005
1538600827523283958,-0.002683,0.004092,0.002322,0.708461,0.705745,-0.002682,0.000013
1538600827558145046,-0.002802,0.004161,0.002320,0.708463,0.705743,-0.002695,0.000008
